OTU ID	SLCLTFP001	SLCLTFP002	SLCLTFP003	SLCLTFP007	SLCLTFP008	SLCLTFP009	SLCLTFP013	SLCLTFP014	SLCLTFP015	SLCLTFP019	SLCLTFP020	SLCLTFP021	SLCLTFP025	SLCLTFP026	SLCLTFP027	SLCLTFP031	SLCLTFP032	SLCLTFP033	SLCLTFP037	SLCLTFP038	SLCLTFP039	SLCLTFP043	SLCLTFP044	SLCLTFP045	SLCLTFP049	SLCLTFP050	SLCLTFP051	SLCLTFP055	SLCLTFP056	SLCLTFP057	SLCLTFP061	SLCLTFP062	SLCLTFP063	SLCLTFP067	SLCLTFP068	SLCLTFP069	SLCLTFP073	SLCLTFP074	SLCLTFP075	SLCLTFP079	SLCLTFP080	SLCLTFP081	SLCLTFP091	SLCLTFP092	SLCLTFP093	SLCLTFP097	SLCLTFP098	SLCLTFP099	SLCLTFP103	SLCLTFP104	SLCLTFP105	SLCLTFP109	SLCLTFP110	SLCLTFP111	SLCLTFP115	SLCLTFP116	SLCLTFP117	SLCLTFP121	SLCLTFP122	SLCLTFP123	SLCLTFP127	SLCLTFP128	SLCLTFP129	SLCLTFP133	SLCLTFP134	SLCLTFP135	SLCLTFP139	SLCLTFP140	SLCLTFP141	SLCLTFP145	SLCLTFP146	SLCLTFP147	SLCLTFP151	SLCLTFP152	SLCLTFP153	SLCLTFP157	SLCLTFP158	SLCLTFP159	SLCLTFP163	SLCLTFP164	SLCLTFP165	SLCLTFP169	SLCLTFP170	SLCLTFP171	SLCLTFP175	SLCLTFP176	SLCLTFP177	SLCLTFP181	SLCLTFP182	SLCLTFP183	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	454	862	1592	444	1368	2548	167	157	985	122	1971	459	206	677	1944	1172	1798	1518	54	1048	1305	360	2130	1816	929	650	1025	298	838	882	446	1765	2842	748	494	1196	1142	582	943	119	205	901	75	369	493	443	831	1796	165	570	936	486	1074	739	728	780	1089	1398	1536	1132	1641	436	848	521	523	1711	2624	2997	4490	3193	5015	20016	24	1692	477	19	110	513	1143	22	1141	395	1150	717	795	1465	2819	436	721	1235	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella	9	29	64	19	29	66	0	6	51	21	69	49	11	10	40	60	76	78	0	9	18	0	115	36	127	94	173	94	203	159	13	43	71	79	34	100	50	26	57	13	20	81	11	20	27	0	13	30	10	41	100	0	19	18	31	49	61	146	179	106	29	0	0	14	11	71	8	0	16	15	13	41	0	8	34	0	0	14	23	0	17	63	206	169	13	13	32	32	140	61	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	86	27	62	103	27	49	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] eligens group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] hallii group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] ventriosum group	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	16	11	23	10	0	0	13	0	0	14	21	14	23	39	21	22	42	26	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	49	26	12	106	73	44	8	0	0	18	11	6	0	0	0	0	0	0	0	0	0	46	31	32	0	0	0	34	14	5	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] xylanophilum group	122	406	257	23	72	74	24	21	211	6	45	9	0	16	27	46	27	68	12	0	15	0	34	9	15	0	9	0	36	13	0	25	12	22	12	24	80	41	56	8	34	120	0	77	31	73	61	48	44	89	140	15	76	39	76	0	0	22	31	5	44	0	6	0	16	53	196	274	277	142	250	221	0	2496	16	37	15	41	315	143	229	101	255	186	269	358	415	88	173	202	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] gauvreauii group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] gnavus group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] torques group	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	14	0	0	0	17	0	15	0	0	0	0	0	0	0	51	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	147	142	84	78	104	122	296	321	384	177	42	117	89	58	87	58	36	97	112	263	225	133	287	157	154	194	303	304	238	173	0	0	0	108	48	100	44	79	97	245	249	250	16	50	35	38	77	117	25	34	45	65	33	16	63	79	89	183	265	222	129	181	284	112	107	128	11	10	7	6	0	6	174	0	304	119	136	284	192	175	198	135	70	135	111	58	93	144	185	96	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__;g__	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	50	364	138	173	246	299	51	101	120	158	405	161	67	175	204	185	289	72	18	149	121	71	1899	282	1168	522	1053	366	914	644	119	796	988	507	848	574	885	724	544	58	251	500	141	570	645	178	496	499	281	820	1121	854	2189	1105	447	969	815	506	402	418	562	95	208	382	397	715	925	1004	1084	554	1182	1228	17	315	38	12	25	81	120	7	648	495	1461	372	771	1359	1288	299	767	725	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009	22	86	164	31	198	264	0	0	6	5	87	59	9	16	15	39	66	38	0	10	17	0	372	129	18	6	0	13	21	22	12	54	121	42	73	38	103	144	85	6	18	16	0	88	35	0	0	0	39	184	227	78	259	178	0	29	40	20	13	17	27	0	0	57	69	171	144	89	102	153	255	228	0	22	0	0	0	0	9	0	64	15	11	0	48	159	115	37	8	23	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hydrogenoanaerobacterium;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__	178	1083	572	285	508	609	140	246	419	234	825	331	100	381	456	328	580	271	3	188	269	133	3043	402	886	872	876	627	1662	1121	218	726	727	929	1621	1161	4033	1901	1191	250	564	1193	44	856	472	83	573	363	356	1593	1785	1047	2267	1243	423	1254	978	1034	1113	721	1519	787	501	528	554	1287	2752	3361	2860	1214	2326	1872	0	827	199	0	58	175	838	49	1618	766	1938	520	1268	3046	2589	628	747	969	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	391	1136	1064	474	774	1113	247	393	1245	353	1882	803	217	660	811	885	1345	773	106	482	674	319	4454	863	1789	1988	2049	586	1841	1498	326	1468	2012	2332	2885	2823	2851	2266	2057	555	1091	2583	322	1488	1997	550	1492	1743	696	3026	3717	1773	4159	2116	708	1788	1435	1253	1371	1111	1772	691	486	752	662	1514	1618	1315	1600	1369	2078	2393	62	727	698	58	228	422	1708	42	1821	1523	4228	1989	1604	3606	3332	1042	1975	1529	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	0	0	6	9	7	0	0	0	0	0	12	5	0	0	0	0	0	0	0	11	16	0	54	0	15	17	24	7	29	24	0	21	19	8	6	15	15	26	23	0	13	53	0	0	0	0	12	0	0	0	6	0	14	0	10	16	19	26	29	25	42	29	22	0	0	9	6	8	0	0	0	16	0	0	11	0	0	12	5	0	9	24	20	0	0	9	0	0	21	18	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	477	1159	808	553	701	982	199	324	688	356	1313	569	146	432	584	797	1022	645	93	486	694	363	2579	715	680	561	782	330	1111	874	314	1304	1509	925	1310	1430	1425	1382	1169	170	395	1183	189	569	935	276	1150	1106	401	1016	1516	853	1881	949	670	1130	1113	1140	1438	697	2018	1008	792	424	403	983	1087	1042	1206	657	1079	1114	21	632	390	61	168	412	819	51	960	574	1330	602	793	1210	1339	501	1024	1123	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214 group	44	80	71	36	50	114	30	46	70	30	111	73	19	40	107	62	110	111	5	150	148	12	82	81	64	72	79	41	70	57	70	122	169	142	163	180	176	121	180	58	100	190	20	48	49	25	70	114	29	54	84	64	54	39	45	87	84	90	99	48	64	82	34	47	31	62	195	149	166	231	185	231	0	39	164	22	59	207	57	0	51	36	115	101	70	84	144	70	139	121	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	139	1210	399	260	551	516	48	175	449	275	663	540	78	321	283	219	478	151	15	259	275	142	5345	509	1668	1568	1325	452	1167	694	237	1222	2062	1526	2155	2592	4181	2659	2967	221	561	1543	87	960	1075	271	1302	1558	515	2117	3601	1925	5336	3036	301	1512	940	814	716	506	1319	536	142	774	791	2389	1380	1769	1676	1088	1812	1988	15	611	102	10	10	95	664	39	1293	884	3179	524	879	1820	2230	586	663	896	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillospira	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	21	0	0	0	0	0	21	24	22	35	27	111	62	36	0	0	27	0	67	15	0	0	0	38	171	177	133	386	235	0	0	0	28	23	0	104	0	0	37	42	46	108	150	127	51	92	75	0	0	0	0	0	0	16	0	63	12	99	0	69	106	108	23	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Papillibacter	0	0	0	0	0	0	0	0	0	0	25	0	0	11	35	26	27	34	0	17	20	9	53	47	0	15	17	9	33	27	7	17	39	36	45	60	37	31	52	0	15	48	0	0	24	0	32	48	8	34	41	0	48	18	47	30	44	11	31	14	28	5	24	0	0	32	40	46	50	17	34	28	0	0	27	0	3	16	54	0	20	10	20	16	18	36	59	0	19	22	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	68	62	45	0	45	0	0	0	0	0	81	48	70	70	71	0	0	35	0	0	0	0	0	0	0	0	59	0	0	0	0	48	0	47	50	0	50	0	0	65	79	61	219	233	241	56	97	125	0	12	0	0	0	0	0	0	99	71	312	92	85	162	133	54	58	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	11	13	19	9	7	15	23	49	31	0	0	0	13	8	0	0	0	0	21	43	11	10	9	0	27	27	26	0	8	0	0	0	0	15	16	0	7	9	9	0	10	7	0	0	0	0	0	0	0	0	0	0	5	0	0	9	9	0	0	0	75	105	38	11	13	19	36	35	19	0	0	0	21	74	30	34	10	28	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__	136	649	375	217	441	528	164	230	480	43	542	168	51	309	417	233	352	174	85	507	497	195	2036	562	533	443	470	174	726	494	138	689	802	632	844	688	991	939	723	118	488	1021	49	406	537	131	719	691	144	670	683	572	1150	538	414	669	439	511	548	353	1074	640	478	210	278	520	550	715	867	379	580	777	24	386	194	22	115	287	436	6	538	361	766	319	433	841	883	241	466	614	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus	11	41	15	7	81	108	12	14	91	6	42	0	0	19	0	25	32	0	0	84	83	7	117	45	152	177	101	16	37	13	0	61	44	47	80	35	233	153	135	0	75	78	0	51	72	44	189	229	14	90	51	99	334	164	36	0	12	52	51	50	1364	697	864	10	11	17	168	215	243	299	544	1185	0	152	45	4	15	77	15	0	123	45	180	54	133	326	295	10	45	41	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus Soleaferrea	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	21	47	40	29	0	23	24	0	29	0	23	19	11	0	0	23	29	0	16	0	0	0	0	0	0	0	31	20	0	29	0	15	0	0	26	34	22	0	26	28	14	0	0	0	21	0	0	26	11	33	48	26	30	0	0	0	41	30	0	0	31	25	33	28	17	30	0	15	24	23	24	0	0	0	22	0	27	29	26	23	32	18	29	21	16	31	0	18	20	23	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia	0	20	0	8	12	0	0	0	19	0	11	0	0	0	0	0	7	0	0	22	0	0	49	0	30	28	26	10	55	30	0	10	0	48	59	47	39	41	44	0	10	66	0	5	0	0	19	11	0	15	0	11	32	10	16	58	37	0	0	0	150	58	44	0	0	20	17	13	0	0	0	0	0	0	0	0	0	10	0	0	0	11	64	11	10	20	0	5	35	27	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae Sedis	137	663	577	300	501	815	212	177	855	77	896	276	189	396	641	373	776	397	330	903	552	424	1211	716	628	658	657	677	1593	1198	85	681	725	657	513	823	864	820	1016	126	267	930	59	185	367	146	518	673	121	361	945	561	990	563	1386	1319	1715	641	729	449	1794	1152	1402	245	221	839	954	724	1051	613	672	1272	116	229	367	117	186	577	1005	70	639	483	1155	817	501	678	1049	456	1047	760	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	0	10	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	17	13	12	10	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	10	0	0	0	0	29	13	10	10	9	0	0	9	0	0	10	0	0	0	0	5	0	0	0	15	9	0	0	0	0	0	0	0	0	0	9	5	0	0	0	11	24	17	4	0	0	0	27	0	0	0	0	21	0	0	0	0	8	0	13	12	5	11	13	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	75	87	60	10	7	16	204	308	124	0	22	0	96	49	60	23	26	28	91	143	110	99	60	29	277	325	299	295	200	72	0	14	16	262	245	116	240	153	75	140	617	174	14	29	9	0	31	7	38	39	32	164	40	15	143	460	213	19	17	0	374	327	150	80	47	69	65	36	30	16	0	23	65	53	63	54	23	74	62	18	95	265	112	142	422	172	273	499	209	168	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	8	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	21	0	0	0	0	11	0	7	0	0	0	10	12	15	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	15	0	6	0	7	0	0	0	0	0	0	0	11	0	0	8	0	22	44	12	0	0	0	12	0	19	10	12	0	10	8	12	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819	6	20	14	13	20	48	8	12	65	26	43	88	17	47	77	35	42	39	9	38	42	15	44	22	3	0	0	18	49	84	0	0	0	114	141	130	38	42	43	15	33	89	0	0	0	0	0	8	0	0	0	8	7	0	8	0	14	20	33	31	54	47	35	34	35	88	119	74	132	28	55	33	13	0	97	0	13	31	10	0	11	0	10	5	7	0	21	30	23	68	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__[Eubacterium] siraeum group	461	1019	925	72	122	181	15	18	65	67	343	127	32	180	202	333	418	245	86	343	266	172	499	380	0	0	9	78	155	100	26	94	94	0	0	15	164	203	149	21	51	133	0	18	0	22	87	85	0	17	39	9	27	18	61	95	57	411	541	500	246	178	278	60	86	251	606	800	761	173	344	417	10	166	22	6	13	49	238	0	223	171	287	225	259	771	791	44	283	123	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__	46	60	66	9	0	7	12	15	16	14	0	19	36	82	79	0	2	0	29	67	82	58	80	86	18	22	16	11	0	0	5	3	12	7	0	0	7	12	7	13	14	14	0	4	4	0	0	6	9	5	4	24	8	0	13	0	0	6	3	0	34	53	64	37	35	78	59	33	42	28	23	23	43	16	122	26	21	58	16	0	0	3	6	4	17	0	4	7	0	16	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium] coprostanoligenes group;g__	701	872	479	351	238	304	652	1036	985	284	542	416	581	944	832	654	581	641	187	334	381	216	280	218	851	901	1188	650	545	591	214	357	466	0	0	0	6	0	0	0	6	0	100	218	106	76	360	326	174	179	209	231	205	120	405	439	456	398	438	395	577	1022	995	362	306	370	0	0	0	0	0	0	421	103	978	282	214	706	450	25	82	612	389	502	394	324	312	480	620	524	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__	221	568	549	195	475	777	54	65	571	115	251	561	80	256	445	202	277	253	18	442	624	138	1401	988	661	716	928	429	911	603	101	410	676	449	626	690	547	379	823	143	236	612	71	294	446	101	300	485	207	859	1480	333	632	391	329	1073	935	504	466	383	390	141	247	206	264	676	562	503	469	281	325	562	5	126	542	22	172	565	393	6	209	282	708	589	286	634	593	267	428	479	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus	43	69	194	24	111	202	17	11	152	12	63	113	0	19	26	30	76	26	0	47	72	15	224	152	80	52	66	28	112	86	20	124	114	121	191	226	127	102	168	24	59	211	14	133	170	24	106	192	22	114	212	28	95	73	0	68	92	88	69	73	75	40	15	23	30	132	98	139	179	88	141	239	2	40	37	0	12	63	41	3	45	27	146	93	37	103	149	42	99	144	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__;g__	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Anaerovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	6	6	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII AD3011 group	55	71	87	21	11	23	48	61	93	15	33	21	49	71	85	39	39	78	20	46	55	47	67	70	73	66	125	103	85	80	51	72	56	70	18	46	46	12	40	39	37	58	0	7	10	14	17	18	19	25	43	65	42	26	58	59	115	28	60	48	41	43	59	28	30	76	17	18	29	8	0	15	22	11	109	0	15	73	74	0	8	17	27	25	42	52	80	46	40	109	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII UCG-001	102	163	470	32	169	318	30	17	248	60	169	214	16	97	273	175	244	291	39	215	238	57	239	300	153	131	226	56	190	181	32	196	279	187	127	292	217	155	294	33	69	326	36	126	167	70	169	280	43	182	323	108	230	172	275	153	210	157	214	227	153	123	224	44	51	197	136	159	158	75	123	302	0	43	229	29	71	370	250	16	96	64	127	164	77	182	351	29	187	202	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] brachy group	26	68	119	10	47	109	0	0	82	10	45	62	15	31	119	67	77	106	18	81	112	42	88	123	95	83	137	41	144	112	23	100	103	100	29	131	93	50	119	10	37	162	17	57	32	14	54	111	0	71	96	30	69	45	101	100	89	93	118	97	46	41	89	19	17	63	42	75	94	23	32	66	7	30	129	20	26	129	61	52	38	0	21	44	20	26	80	20	51	89	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] nodatum group	42	86	104	74	53	119	15	29	80	59	45	53	60	76	91	62	45	66	29	15	73	30	74	92	56	49	75	81	69	62	75	82	79	159	85	97	117	128	120	104	108	105	59	44	50	26	48	57	57	45	81	109	48	42	72	80	74	72	96	62	117	45	84	56	50	114	96	65	89	109	78	81	12	43	110	19	0	70	81	0	17	39	45	85	90	32	103	102	114	73	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family XI;g__Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptoclostridium	0	0	7	0	0	0	0	0	0	0	6	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	12	9	0	7	7	10	0	6	11	0	0	0	0	0	0	9	7	0	6	0	0	0	18	0	0	0	0	0	0	9	0	8	10	0	0	0	0	12	0	0	8	0	0	0	0	0	9	9	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	
