MouseID,Genotype,Sex,D3,D6,D7,D8,D9,D10
1457,HET,Female,-0.02645502646,0.01058201058,0.01587301587,-0.1375661376,-0.2010582011,-0.2275132275
1708,HET,Female,-0.01142857143,-0.01142857143,0.02857142857,-0.09714285714,-0.07428571429,-0.02857142857
1471,HET,Female,-0.009756097561,-0.01463414634,0.03902439024,-0.1317073171,-0.1268292683,-0.04390243902
1472,HET,Female,0.04232804233,0.03174603175,0.06349206349,-0.1005291005,-0.06349206349,-0.02116402116
1475,HET,Female,0.025,0.065,0.035,-0.09,-0.15,-0.18
1703,HET,Female,-0.01595744681,0.05319148936,0.01595744681,-0.07978723404,-0.01595744681,0.01063829787
1709,HET,Female,-0.005376344086,0.04301075269,0.03225806452,-0.09677419355,-0.04301075269,0.01075268817
1710,HET,Female,-0.005263157895,-0.005263157895,0.03684210526,-0.1263157895,-0.1736842105,-0.1842105263
1711,MUT,Female,0.05555555556,0.01666666667,0.08888888889,-0.06111111111,0,0.03888888889
1714,MUT,Female,0,0.01257861635,0.06289308176,-0.106918239,-0.1698113208,-0.2201257862
1721,MUT,Female,-0.01058201058,0.03703703704,0.06349206349,-0.1216931217,-0.1957671958,-0.2275132275
1728,MUT,Female,-0.005524861878,0.02209944751,0.02762430939,-0.08287292818,-0.03314917127,0.005524861878
1745,MUT,Female,0.01554404145,0.0725388601,0.04663212435,-0.1295336788,-0.0414507772,0.0414507772
1467,WT,Female,-0.005434782609,0.02173913043,0.02717391304,-0.05434782609,0,0.0597826087
1701,WT,Female,0.04210526316,0.04736842105,0.09473684211,-0.02631578947,0.01578947368,0.08421052632
1704,WT,Female,0.01129943503,0.005649717514,0.02259887006,-0.1355932203,-0.186440678,-0.2203389831
1715,WT,Female,0.01621621622,0.02702702703,0.04864864865,-0.1243243243,-0.1891891892,-0.1567567568
1722,WT,Female,0.0101010101,0.0303030303,0,-0.1515151515,-0.2878787879,-0.04545454545
1732,WT,Female,-0.02094240838,-0.01570680628,0,-0.1518324607,-0.2251308901,-0.2670157068
1736,WT,Female,0.005747126437,0.01724137931,0.03448275862,-0.1379310345,-0.01149425287,-0.2298850575
1739,WT,Female,-0.005208333333,0.02083333333,0.02083333333,-0.1041666667,-0.046875,-0.015625
1470,HET,Male,-0.03389830508,0.02542372881,0.0593220339,-0.07203389831,-0.02966101695,-0.01694915254
1774,HET,Male,-0.01754385965,0.02631578947,0.01754385965,-0.1447368421,-0.1929824561,-0.1578947368
1718,HET,Male,0.01229508197,0,0.04508196721,-0.1270491803,-0.1557377049,-0.1598360656
1463,HET,Male,-0.02380952381,0.0119047619,0.003968253968,-0.1349206349,-0.07936507937,-0.01587301587
1733,HET,Male,0.004366812227,0.03493449782,0.05240174672,-0.06550218341,-0.02620087336,0.01746724891
1734,HET,Male,0.01801801802,0.02252252252,0.05855855856,-0.1351351351,-0.2027027027,-0.1981981982
1742,HET,Male,-0.0141509434,-0.004716981132,0.05188679245,0,0.03773584906,0.04245283019
1755,HET,Male,0.007462686567,0,0.01119402985,-0.07835820896,0.003731343284,-0.007462686567
1756,HET,Male,0.02183406114,0.06550218341,0.06550218341,0.008733624454,0.04366812227,0.06550218341
1759,HET,Male,0.01239669421,0.03305785124,0.02479338843,0.00826446281,0.06611570248,0.09090909091
1509_1544,HET,Male,0.05447470817,0.046692607,0.05447470817,-0.01945525292,0.05447470817,0.06225680934
1512,HET,Male,0.01739130435,0.02173913043,-0.004347826087,-0.1217391304,-0.1782608696,-0.1652173913
1514,HET,Male,0,0,0.04651162791,0.03100775194,0.05813953488,0.05813953488
1508,HET,Male,-0.003717472119,-0.01858736059,-0.04460966543,-0.1486988848,-0.1003717472,-0.06319702602
1473,MUT,Male,0.02008032129,0.03212851406,0.0562248996,-0.05220883534,0.01204819277,0.02008032129
1463,MUT,Male,0.03004291845,0.03433476395,0.05150214592,0.03004291845,0.04721030043,0.07725321888
1465,MUT,Male,0.04090909091,0.06818181818,0.08181818182,0.07272727273,0.08636363636,0.07727272727
1469,MUT,Male,0.024,0.044,0.124,-0.116,-0.104,-0.02
1474,MUT,Male,-0.01094890511,-0.01459854015,0.01459854015,-0.1204379562,-0.1532846715,0.007299270073
1705,MUT,Male,0.0462962963,0.03240740741,0.03703703704,-0.1157407407,-0.1527777778,-0.0787037037
1707,MUT,Male,-0.0162601626,-0.01219512195,0.0325203252,-0.1016260163,-0.05284552846,-0.008130081301
1724,MUT,Male,-0.02777777778,0,0.007936507937,-0.08333333333,-0.04761904762,-0.01984126984
1511,MUT,Male,-0.003937007874,0.01181102362,0.05118110236,0.0157480315,0.02755905512,0.0157480315
1513,MUT,Male,0.01214574899,0.02834008097,0.04048582996,0.01214574899,0.02429149798,0.01214574899
1516,MUT,Male,-0.01593625498,-0.003984063745,0.02788844622,-0.05976095618,-0.01992031873,-0.003984063745
1520,MUT,Male,0.01666666667,0.02083333333,0.05833333333,0,0.03333333333,0.05833333333
1458,WT,Male,0.01785714286,0.03571428571,0.06696428571,0,0.04464285714,0.04464285714
1460,WT,Male,0.02304147465,0.02304147465,0.09216589862,-0.06912442396,0.03686635945,0.1843317972
1468,WT,Male,0.01209677419,0.03629032258,0.07258064516,-0.06048387097,0.01612903226,0.01209677419
1466,WT,Male,0.01298701299,0.04761904762,0.08658008658,-0.08658008658,-0.1515151515,-0.1385281385
1717,WT,Male,0.01234567901,0.03703703704,0.04938271605,-0.02057613169,0.05761316872,0.04526748971
1726,WT,Male,0.01659751037,0.0622406639,0.09543568465,-0.07053941909,-0.1203319502,-0.07053941909
1738,WT,Male,0.01276595745,0.04680851064,0.06808510638,0.07234042553,0.06808510638,0.08936170213
1772,WT,Male,0.01310043668,0.05240174672,0.08296943231,-0.02620087336,0.05676855895,0.1048034934
1757,WT,Male,-0.01568627451,0.003921568627,0.01960784314,-0.1137254902,-0.1725490196,-0.1960784314
1510,WT,Male,-0.008196721311,0.01229508197,0.02868852459,-0.08196721311,-0.05737704918,-0.01229508197
1517,WT,Male,-0.004329004329,0.02597402597,0.01731601732,-0.07792207792,-0.1255411255,-0.1558441558
