# Constructed from biom file
#OTU ID	MPTP_Baseline_115_S118_L001_R1_001	MPTP_Baseline_116_S64_L001_R1_001	MPTP_Baseline_117_S43_L001_R1_001	MPTP_Baseline_118_S29_L001_R1_001	MPTP_Baseline_119_S71_L001_R1_001	MPTP_Baseline_121_S121_L001_R1_001	MPTP_Baseline_165_S30_L001_R1_001	MPTP_Baseline_167_S70_L001_R1_001	MPTP_Baseline_168_S33_L001_R1_001	MPTP_Baseline_169_S112_L001_R1_001	MPTP_Baseline_170_S39_L001_R1_001	MPTP_Baseline_171_S31_L001_R1_001	MPTP_Baseline_172_S34_L001_R1_001	MPTP_Baseline_173_S36_L001_R1_001	MPTP_Baseline_174_S65_L001_R1_001	MPTP_Baseline_175_S120_L001_R1_001	MPTP_Baseline_177_S24_L001_R1_001	MPTP_Baseline_178_S38_L001_R1_001	MPTP_Baseline_179_S35_L001_R1_001	MPTP_Baseline_427_S116_L001_R1_001	MPTP_Baseline_434_S109_L001_R1_001	MPTP_Baseline_435_S22_L001_R1_001	MPTP_Baseline_436_S119_L001_R1_001	MPTP_Baseline_437_S117_L001_R1_001	MPTP_Baseline_465_S67_L001_R1_001	MPTP_Baseline_466_S110_L001_R1_001	MPTP_Baseline_469_S108_L001_R1_001	MPTP_Baseline_473_S56_L001_R1_001	MPTP_Baseline_474_S4_L001_R1_001	MPTP_Baseline_491_S18_L001_R1_001	MPTP_Baseline_494_S61_L001_R1_001	MPTP_Baseline_501_S2_L001_R1_001	MPTP_Baseline_502_S12_L001_R1_001	MPTP_Baseline_503_S17_L001_R1_001	MPTP_Baseline_504_S3_L001_R1_001	MPTP_Baseline_505_S1_L001_R1_001	MPTP_Baseline_507_S15_L001_R1_001	MPTP_Baseline_508_S6_L001_R1_001	MPTP_Baseline_509_S11_L001_R1_001	MPTP_Baseline_510_S20_L001_R1_001	MPTP_Baseline_511_S16_L001_R1_001	MPTP_Baseline_513_S13_L001_R1_001	MPTP_Baseline_514_S8_L001_R1_001	MPTP_Baseline_515_S5_L001_R1_001	MPTP_Baseline_531_S14_L001_R1_001	MPTP_Baseline_550_S63_L001_R1_001	MPTP_Baseline_583_S7_L001_R1_001	MPTP_Baseline_584_S113_L001_R1_001	MPTP_Baseline_585_S62_L001_R1_001	MPTP_Baseline_586_S23_L001_R1_001	MPTP_Baseline_587_S27_L001_R1_001	MPTP_Baseline_590_S25_L001_R1_001	MPTP_Baseline_593_S37_L001_R1_001	MPTP_Baseline_595_S19_L001_R1_001	MPTP_Baseline_596_S9_L001_R1_001	MPTP_Baseline_597_S69_L001_R1_001	MPTP_Baseline_599_S21_L001_R1_001	MPTP_Baseline_606_S32_L001_R1_001	MPTP_Baseline_608_S28_L001_R1_001	MPTP_Baseline_609_S111_L001_R1_001	MPTP_Baseline_611_S10_L001_R1_001	MPTP_Baseline_612_S26_L001_R1_001	MPTP_Baseline_613_S68_L001_R1_001	PFF_Baseline_11_S57_L001_R1_001	PFF_Baseline_12_S48_L001_R1_001	PFF_Baseline_13_S53_L001_R1_001	PFF_Baseline_14_S66_L001_R1_001	PFF_Baseline_15_duplicate_S60_L001_R1_001	PFF_Baseline_15_S123_L001_R1_001	PFF_Baseline_16_S50_L001_R1_001	PFF_Baseline_17_S58_L001_R1_001	PFF_Baseline_18_S115_L001_R1_001	PFF_Baseline_19_S73_L001_R1_001	PFF_Baseline_1921_S54_L001_R1_001	PFF_Baseline_1937_S51_L001_R1_001	PFF_Baseline_1942_S40_L001_R1_001	PFF_Baseline_1943_S55_L001_R1_001	PFF_Baseline_1944_S114_L001_R1_001	PFF_Baseline_1946_S42_L001_R1_001	PFF_Baseline_21_S52_L001_R1_001	PFF_Baseline_25_S44_L001_R1_001	PFF_Baseline_26_S46_L001_R1_001	PFF_Baseline_27_S72_L001_R1_001	PFF_Baseline_28_S59_L001_R1_001	PFF_Baseline_30_S45_L001_R1_001	PFF_Baseline_32_S49_L001_R1_001	PFF_Baseline_35_S122_L001_R1_001	PFF_Baseline_36_S41_L001_R1_001	PFF_Baseline_37_S47_L001_R1_001	taxonomy
k__Bacteria;p__;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	378.0	26.0	57.0	336.0	18.0	8.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	17.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	51.0	0.0	0.0	87.0	317.0	158.0	0.0	0.0	104.0	41.0	153.0	14.0	10.0	12.0	0.0	43.0	0.0	0.0	0.0	74.0	12.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	21.0	0.0	157.0	0.0	70.0	30.0	306.0	26.0	0.0	0.0	7.0	0.0	8.0	0.0	0.0	11.0	0.0	75.0	185.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	100.0	21.0	453.0	77.0	78.0	149.0	50.0	56.0	507.0	23.0	0.0	0.0	28.0	152.0	174.0	26.0	12.0	14.0	44.0	278.0	1109.0	633.0	440.0	26.0	95.0	134.0	27.0	446.0	58.0	252.0	44.0	0.0	0.0	0.0	212.0	30.0	304.0	271.0	141.0	47.0	806.0	1841.0	461.0	304.0	141.0	302.0	29.0	216.0	147.0	196.0	267.0	41.0	478.0	77.0	291.0	362.0	740.0	713.0	169.0	221.0	0.0	0.0	0.0	70.0	144.0	228.0	193.0	0.0	27.0	153.0	66.0	305.0	311.0	0.0	653.0	133.0	0.0	112.0	0.0	0.0	77.0	54.0	0.0	38.0	7.0	602.0	0.0	188.0	226.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales Incertae Sedis	3.0	0.0	4.0	0.0	0.0	3.0	0.0	4.0	0.0	6.0	0.0	0.0	6.0	0.0	4.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	8.0	13.0	7.0	17.0	0.0	14.0	3.0	0.0	11.0	8.0	0.0	20.0	2.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	0.0	9.0	9.0	6.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	10.0	44.0	0.0	7.0	20.0	46.0	11.0	24.0	48.0	10.0	6.0	12.0	64.0	38.0	26.0	15.0	15.0	5.0	12.0	47.0	53.0	38.0	55.0	36.0	77.0	63.0	29.0	8.0	37.0	15.0	11.0	13.0	21.0	40.0	11.0	91.0	94.0	27.0	32.0	54.0	94.0	26.0	101.0	8.0	76.0	6.0	68.0	8.0	7.0	35.0	25.0	6.0	13.0	20.0	25.0	14.0	13.0	24.0	16.0	0.0	4.0	0.0	66.0	58.0	50.0	34.0	0.0	38.0	30.0	44.0	40.0	30.0	23.0	103.0	27.0	20.0	56.0	63.0	0.0	45.0	44.0	43.0	105.0	44.0	66.0	22.0	16.0	34.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	233.0	239.0	270.0	270.0	377.0	403.0	342.0	565.0	475.0	146.0	1485.0	1477.0	285.0	279.0	194.0	564.0	834.0	214.0	282.0	289.0	471.0	193.0	438.0	301.0	229.0	302.0	349.0	441.0	635.0	535.0	270.0	1921.0	642.0	870.0	1128.0	180.0	565.0	370.0	504.0	380.0	333.0	111.0	279.0	337.0	394.0	386.0	454.0	482.0	285.0	183.0	319.0	1213.0	440.0	365.0	899.0	262.0	329.0	405.0	227.0	877.0	7602.0	8161.0	2086.0	726.0	316.0	326.0	877.0	0.0	415.0	483.0	113.0	261.0	449.0	246.0	657.0	533.0	397.0	322.0	721.0	0.0	157.0	593.0	1127.0	349.0	532.0	653.0	604.0	637.0	510.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	22.0	57.0	45.0	52.0	30.0	46.0	111.0	63.0	93.0	96.0	70.0	38.0	73.0	43.0	83.0	98.0	75.0	105.0	68.0	31.0	84.0	35.0	96.0	47.0	76.0	57.0	92.0	77.0	36.0	39.0	215.0	41.0	65.0	102.0	25.0	136.0	53.0	45.0	47.0	59.0	254.0	62.0	45.0	107.0	45.0	9.0	52.0	26.0	33.0	113.0	45.0	15.0	61.0	69.0	72.0	19.0	43.0	48.0	18.0	67.0	0.0	0.0	0.0	202.0	44.0	35.0	94.0	0.0	52.0	100.0	21.0	75.0	46.0	56.0	107.0	109.0	77.0	53.0	119.0	0.0	25.0	81.0	74.0	178.0	63.0	130.0	39.0	81.0	58.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	14956.0	7558.0	18925.0	17002.0	19603.0	21133.0	18469.0	15455.0	15434.0	11731.0	10876.0	19559.0	22670.0	25401.0	13895.0	16654.0	19087.0	13795.0	18563.0	25066.0	20785.0	20966.0	12103.0	22424.0	16816.0	25227.0	28579.0	24591.0	33431.0	23763.0	12190.0	14822.0	8810.0	13229.0	24516.0	11532.0	22967.0	23514.0	17179.0	19661.0	11707.0	19241.0	17147.0	32486.0	18777.0	17876.0	16559.0	19823.0	16708.0	18937.0	18522.0	22171.0	14393.0	15644.0	17049.0	10498.0	16270.0	14677.0	18680.0	13461.0	13966.0	10590.0	4744.0	20059.0	15923.0	15128.0	22839.0	4.0	19426.0	20957.0	15714.0	18949.0	19609.0	19006.0	36475.0	19842.0	11966.0	18530.0	23130.0	0.0	15579.0	22991.0	20868.0	19168.0	19555.0	23628.0	19886.0	23071.0	16634.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	126.0	157.0	207.0	241.0	106.0	304.0	311.0	420.0	226.0	217.0	792.0	305.0	407.0	167.0	175.0	475.0	407.0	585.0	157.0	138.0	315.0	111.0	260.0	228.0	280.0	159.0	407.0	214.0	267.0	266.0	641.0	490.0	785.0	809.0	139.0	418.0	233.0	157.0	303.0	252.0	446.0	84.0	95.0	192.0	152.0	127.0	331.0	205.0	244.0	258.0	223.0	148.0	177.0	252.0	385.0	104.0	226.0	187.0	254.0	375.0	60.0	41.0	16.0	742.0	165.0	116.0	224.0	0.0	293.0	254.0	50.0	277.0	162.0	393.0	376.0	252.0	958.0	206.0	530.0	0.0	115.0	356.0	470.0	308.0	702.0	312.0	440.0	173.0	188.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	66.0	70.0	12.0	53.0	135.0	28.0	43.0	182.0	45.0	3.0	34.0	459.0	80.0	63.0	19.0	35.0	295.0	18.0	166.0	47.0	55.0	18.0	62.0	23.0	38.0	25.0	17.0	69.0	46.0	176.0	0.0	816.0	37.0	199.0	0.0	0.0	42.0	45.0	60.0	66.0	95.0	0.0	34.0	33.0	72.0	0.0	103.0	61.0	39.0	76.0	10.0	271.0	84.0	79.0	144.0	6.0	52.0	107.0	12.0	608.0	3299.0	1686.0	932.0	115.0	39.0	78.0	48.0	0.0	82.0	50.0	16.0	38.0	136.0	4.0	10.0	20.0	33.0	7.0	50.0	0.0	35.0	38.0	96.0	10.0	8.0	113.0	114.0	108.0	77.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
